Date,sp500_ret,sp500_vol,sp500_volume,ticker_ret,ticker_vol,num_news,sentiment
2024-10-18,,0.0,3441820000.0,0.0,0.0,0.0,0.0
2024-10-25,-0.9642453103212434,0.4406624564949252,3465210000.0,-3.4960970040568973,1.2319882876676096,36.0,0.2123
2024-11-01,-1.3656796157722972,0.602771974417529,3928722000.0,-5.010441357273621,2.199862074463197,7607.0,0.0652
2024-11-08,4.656127696358747,1.154313093092976,4658476000.0,-0.49126100151760665,2.395908472461401,889.0,-0.1123
2024-11-15,-2.083547454626511,0.6788244393476354,4314422000.0,-0.805502333802921,2.38971193927912,213.0,0.1849
2024-11-22,1.6815894163118683,0.6174193174198791,4032992000.0,0.2086741826275107,0.8804977230459652,22.0,0.075
2024-11-29,1.0560638313883874,0.2990742658448695,3819020000.0,3.5131840810279424,0.9294230772236725,399.0,0.1173
2024-12-06,0.9596566834872311,0.3638168013665929,4129542000.0,-4.360007430680957,1.2144016464672711,177.0,0.0663
2024-12-13,-0.6433241162641545,0.53499531306846,4027558000.0,-2.1530897480599553,0.6272629792543924,75.0,0.0474
2024-12-20,-1.9870758689518042,1.0549518212418199,5460532000.0,-2.6487449069322544,1.0852043033031795,125.0,-0.0004
2024-12-27,0.6742666807504127,1.2043046360580845,2853785000.0,0.6139209798332601,1.7255863770898572,76.0,0.0479
2025-01-03,-0.4751363233422845,0.8424728045736485,3462655000.0,-0.16640636722674573,0.4910562865895133,219.0,0.0789
2025-01-10,-1.9424611585417084,0.9672372219916173,4662780000.0,-6.403674810355852,1.03156144809947,259.0,0.1024
2025-01-17,2.9109138782370536,0.9914290866630591,4352138000.0,5.016332856167294,2.308196767885341,529.0,0.0378
2025-01-24,1.7439720677851378,0.6280409888045233,4418115000.0,2.9253840679014154,2.3653943932551504,90.0,0.0113
2025-01-31,-0.995050954996024,0.941497640119548,4653218000.0,-1.7437894501461493,3.236655570872428,345.0,0.0794
2025-02-07,-0.2406999269663257,0.6925979400266934,4715528000.0,-4.59754910875726,1.103856467753794,120.0,-0.0394
