Date,sp500_ret,sp500_vol,sp500_volume,ticker_ret,ticker_vol,num_news,sentiment
2024-10-18,,0.0,3441820000.0,0.0,0.0,0.0,0.0
2024-10-25,-0.9642453103212434,0.4406624564949252,3465210000.0,-1.0371487406648838,2.531893194140773,17.0,0.1865
2024-11-01,-1.3656796157722972,0.602771974417529,3928722000.0,3.2599391247588816,2.9178428113334105,129.0,-0.0674
2024-11-08,4.656127696358747,1.154313093092976,4658476000.0,-5.3723087901166755,4.820382151383464,1233.0,-0.1302
2024-11-15,-2.083547454626511,0.6788244393476354,4314422000.0,-1.794459783926794,4.388943513437359,802.0,-0.0218
2024-11-22,1.6815894163118683,0.6174193174198791,4032992000.0,-2.310314500913402,3.8786995656213974,18.0,0.0415
2024-11-29,1.0560638313883874,0.2990742658448695,3819020000.0,7.105617309248524,2.3423514406115684,30.0,0.029
2024-12-06,0.9596566834872311,0.3638168013665929,4129542000.0,-2.5493058273380775,2.673493293704926,21.0,-0.3029
2024-12-13,-0.6433241162641545,0.53499531306846,4027558000.0,2.8219762390664593,2.284743347561162,39.0,0.174
2024-12-20,-1.9870758689518042,1.0549518212418199,5460532000.0,-8.654279029279044,2.642683181394584,12.0,0.1906
2024-12-27,0.6742666807504127,1.2043046360580845,2853785000.0,0.1315891737305952,2.981329812665982,14.0,0.0416
2025-01-03,-0.4751363233422845,0.8424728045736485,3462655000.0,2.0807028918424786,2.2802348564256447,14.0,0.0078
2025-01-10,-1.9424611585417084,0.9672372219916173,4662780000.0,1.5072750779268063,3.057930964434866,29.0,0.1272
2025-01-10,-1.9424611585417084,0.9672372219916173,4662780000.0,1.5072750779268063,3.057930964434866,4.0,0.0595
2025-01-17,2.9109138782370536,0.9914290866630591,4352138000.0,1.923483028951778,2.3817432296159975,0.0,0.0
2025-01-24,1.7439720677851378,0.6280409888045233,4418115000.0,-12.769599885574912,3.5123186607970847,11.0,0.0739
2025-01-31,-0.995050954996024,0.941497640119548,4653218000.0,-0.43387561815100284,2.801011677276712,3.0,0.103
2025-01-31,-0.995050954996024,0.941497640119548,4653218000.0,-0.43387561815100284,2.801011677276712,16.0,-0.1311
2025-02-07,-0.2406999269663257,0.6925979400266934,4715528000.0,0.48948904281067573,1.8189622715404536,0.0,0.0
2025-02-14,1.4709557266100237,0.6520999190243593,4502118000.0,-5.096829046991891,2.1817077805256813,16.0,0.1453
2025-02-21,-1.6599532914543969,0.586621320574211,4873890000.0,-2.7040512105455994,1.6816783265978636,6.0,-0.0656
2025-02-28,-0.9750310396601236,0.8104327752657037,5346642000.0,-12.390639129644343,4.345863813848844,9.0,0.0188
2025-03-07,-3.095134850743131,1.4694075835606872,5581630000.0,2.1662596311446958,5.166114879552088,1714.0,0.2247
2025-03-14,-2.274795491721082,1.5609860584129316,5546520000.0,-4.758147159954829,4.08263117664995,11.0,0.1937
2025-03-21,0.5075442811040665,1.2625607211571732,5680802000.0,-0.8980357949949225,2.347451314758759,2.0,-0.0622
2025-03-28,-1.5283493477260546,1.0877820704117598,4417052000.0,-3.0460001570962625,2.411284385893949,29.0,-0.1221
2025-04-04,-9.081980250687572,1.766974246197203,5999910000.0,1.0760310633567416,2.204785979462713,80.0,0.012
2025-04-11,5.701127705953479,4.624484982703736,7573882000.0,-2.1446904063018635,5.628009130634936,97.0,0.0161
2025-04-18,-1.5039018455756392,3.357925781945172,4667795000.0,1.6278909289207277,4.952386620671522,84.0,0.0828
2025-04-25,4.590640328977713,1.9151220375566702,4639794000.0,10.845442170138831,5.625369791859302,55.0,-0.1266
2025-05-02,2.922241183212959,0.6901091565963015,4848834000.0,-7.97970342275095,4.545083259339006,672.0,0.1593
2025-05-09,-0.4705700522912859,0.8344940879288977,4867090000.0,7.767733959831302,3.2869119095373818,2339.0,-0.2079
2025-05-16,5.2734004307985805,1.3613321551086603,5321292000.0,26.855285758477265,8.614589316520178,94.0,0.1463
2025-05-23,-2.6107777894873285,0.6314423579421812,4726996000.0,-11.25182173911371,5.237478813679302,1636.0,0.1307
2025-05-30,1.8761588414845765,1.2271036988441724,5244930000.0,-0.18941977680818622,2.0344181466631266,799.0,-0.1127
2025-06-06,1.4999081946761805,0.5427522494596496,4814706000.0,5.231530982204413,3.9257335244645346,82.0,0.0205
2025-06-06,1.4999081946761805,0.5427522494596496,4814706000.0,5.231530982204413,3.9257335244645346,342.0,0.0547
2025-06-13,-0.3898040945949144,0.592331976544244,4913040000.0,5.3201025067708185,2.9471034700655947,0.0,0.0
2025-06-20,-0.1527591867711675,0.8302437479826457,5656345000.0,-17.23744148075751,7.060399895343541,122.0,0.0771
2025-06-27,3.4389324419234146,0.6519491771177537,5881858000.0,4.9241375101023666,4.613555179525202,2295.0,-0.0725
2025-07-04,1.721676191325927,0.3691855984079766,5270507500.0,21.618246037594147,4.6029152324400116,186.0,0.1251
2025-07-11,-0.31213576805608767,0.616647086527875,5162534000.0,-12.208829101726304,5.4014073862542125,1317.0,0.0142
2025-07-18,0.5917175456288115,0.37477125065099426,5146074000.0,8.2553579540523,3.633037019871555,3151.0,-0.0741
2025-07-25,1.458681281834906,0.30870336163114726,5213766000.0,5.385272045500256,1.8668198902397866,143.0,0.0945
2025-08-01,-2.3577845655760266,0.38877441303462457,5384208000.0,-0.7284729387873279,1.8716323220842739,92.0,0.0
2025-08-08,2.4277042739179855,1.065906672653937,5168910000.0,0.3696214987602753,2.5478862107090188,1260.0,0.2824
2025-08-15,0.9445195991867106,0.5796751384220691,4804152000.0,8.285948311666381,2.0742108564868245,203.0,0.1691
2025-08-22,0.26528500233549135,0.43907687755547925,4414108000.0,1.1652922563723855,7.098991466892454,324.0,0.2007
2025-08-29,-0.10283722000641315,0.7344161461983457,4317806000.0,-3.5050407260612815,3.8068776373279882,2622.0,0.1087
