1001,2025-08-31,"Novo Nordisk’s Wegovy® cuts risk of heart attack, stroke or death by 57% compared to tirzepatide in real-world study of people with obesity and cardiovascular diseas Compared with tirzepatide, Wegovy® (semaglutide 2.4 mg) showed a significant 57% greater reduction in the risk of heart attack, stroke or death from any cause, in people with overweight or obesity and cardiovascular disease (CVD) who stayed on treatment1Similarly, the study showed a significant 29% reduction in the risk for heart attack, stroke and death from any cause in the Wegovy® users compared with tirzepatide users in all treated people, regardless of any gaps in their treatment1This study"
1002,2025-08-31,"Novo Nordisk (NVO) Gains Momentum With Strong Earnings and Wegovy FDA Approval Novo Nordisk A/S (NYSE:NVO) is one of the 11 Best Annual Dividend Stocks to Buy According to Hedge Funds. The company advances with strong Q2 results and FDA approval for the weight loss drug Wegovy. Novo Nordisk A/S (NYSE:NVO) is a discover, developer, and marketer of pharmaceutical products, particularly for diabetes care. Based in Denmark, […]"
1003,2025-08-31,"Leerink Partners Reiterates a Buy Rating on GoodRx Holdings (GDRX) With a $6 PT GoodRx Holdings, Inc. (NASDAQ:GDRX) is one of the best long-term penny stocks to buy right now. On August 19, Leerink Partners analyst Michael Cherny reiterated the Buy rating on GoodRx Holdings, Inc. (NASDAQ:GDRX), keeping the associated price target at $6.00. The analyst based the rating on the company’s strategic advancements, stating he considers the recent agreement […]"
1004,2025-09-01,"Novo’s Wegovy Beats Lilly’s Zepbound for Heart Health, Study Finds. What It Means for Stocks. The study adds to growing evidence suggesting that the heart-protective benefits seen with Wegovy are specific to semaglutide."
1005,2025-09-01,"Novo Nordisk Says Wegovy Cuts Heart Risk by 57% Compared With Eli Lilly’s Obesity Drug The study used evidence gathered from patient experiences rather than a controlled trial, Novo said."
1006,2025-09-01,"European stock markets are up, Novo Nordisk is among the winners The major European stock indexes started the week in a positive mood, boosted by good news from the defence and pharmaceutical sectors. Meanwhile, new questions on Trumps tariffs are keeping traders around the world on edge.View on euronews"
1007,2025-09-01,"ESC 2025: Study supports use of semaglutide, tirzepatide in cardiometabolic HFpEF patients The findings presented highlighted that patients initiating semaglutide or tirzepatide had more than 40 % lower risk of hospitalisation for heart failure (HF) or all-cause mortality compared to sitagliptin."
1008,2025-09-01,"ESC 2025: Novo Nordisk’s Wegovy superior to Zepbound in reducing CV events In the real-world trial, Novo Nordisks Wegovy showed a significant reduction in cardiovascular events compared to Eli Lilly’s Zepbound."
1009,2025-09-02,"Novo Nordisks Wegovy Outshines Eli Lillys Tirzepatide In Reducing Risk Of Heart Attack, Stroke And Death Novo Nordisk A/S (NYSE:NVO) on Sunday presented data from the STEER real-world study of evidence gathered from actual patient experiences at the European Society of Cardiology (ESC) Congress 2025. The STEER study investigated the risk of major adverse cardiovascular events (MACE) with Wegovy (semaglutide) 2.4 mg compared with tirzepatide treatment in people with overweight or obesity and established cardiovascular disease (CVD) without diabetes. Compared with Eli Lilly and Co.’s (NYSE:LLY) tirze"
1010,2025-09-02,Viking Therapeutics Loses 20% in a Month: How to Play the Stock VKTX stock slumps after mixed obesity pill study results raise safety concerns and highlight fierce market competition.
